Symbol,Name,Last_Sale,Net_Change,Percent_Change,Market_Cap,Volume,Sector,Industry
CZNC,Citizens & Northern Corp Common Stock,$19.68 ,0.27,1.39%,302923298,10922,Finance,Major Banks
AENT,Alliance Entertainment Holding Corporation Class A Common Stock,$2.73 ,0.22,8.77%,302913620,124822,Consumer Discretionary,Durable Goods
USCB,USCB Financial Holdings Inc. Class A Common Stock,$15.40 ,0.09,0.59%,302157733,6501,Finance,Major Banks
AMBI,Ambipar Emergency Response Class A Ordinary Shares,$5.45 ,0.8373,18.16%,301943027,47825,Industrials,Environmental Services
HRTX,Heron Therapeutics Inc. Common Stock,$1.99 ,-0.06,-2.93%,301819354,1686864,Health Care,Biotechnology: Pharmaceutical Preparations
DSGN,Design Therapeutics Inc. Common Stock,$5.33 ,-0.09,-1.66%,301787398,135951,Health Care,Biotechnology: Pharmaceutical Preparations
XOMAO,XOMA Royalty Corporation Depositary Shares Rep Series B 8.375% Cumulative Preferred Stock,$25.77 ,-0.06,-0.23%,301624115,5661,Health Care,Biotechnology: Pharmaceutical Preparations
PMTS,CPI Card Group Inc. Common Stock,$27.21 ,-0.87,-3.10%,301381525,24203,Consumer Discretionary,Publishing
LXEO,Lexeo Therapeutics Inc. Common Stock,$9.11 ,0.2,2.25%,301185746,320209,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCFT,MasterCraft Boat Holdings Inc. Common Stock,$18.12 ,0.07,0.39%,301024860,123007,Industrials,Marine Transportation
SLI,Standard Lithium Ltd. Common Shares,$1.63 ,-0.06,-3.55%,300868534,2231577,Industrials,Major Chemicals
AIP,Arteris Inc. Common Stock,$7.66 ,-0.11,-1.42%,300709892,71643,Technology,Semiconductors
OFSSH,OFS Capital Corporation 4.95% Notes due 2028,$22.43 ,0.04,0.18%,300518890,556,Finance,Finance Companies
RLGT,Radiant Logistics Inc. Common Stock,$6.43 ,0.11,1.74%,300277682,89734,Consumer Discretionary,Oil Refining/Marketing
UROY,Uranium Royalty Corp. Common Stock,$2.47 ,-0.02,-0.80%,299850889,828262,Finance,Investment Bankers/Brokers/Service
MSB,Mesabi Trust Common Stock,$22.80 ,-1.32,-5.47%,299136228,35551,Industrials,Precious Metals
RILYT,B. Riley Financial Inc. 6.00% Senior Notes Due 2028,$9.86 ,0.0049,0.05%,298560211,50986,Finance,Investment Managers
FRST,Primis Financial Corp. Common Stock,$12.07 ,0.03,0.25%,297908891,51527,Finance,Major Banks
ADCT,ADC Therapeutics SA Common Shares,$3.08 ,0.08,2.67%,297674146,147495,Health Care,Biotechnology: Pharmaceutical Preparations
ESGRP,Enstar Group Limited Depositary Shares Each Representing 1/1000th of an interest in Preference Shares,$19.40 ,-0.095,-0.49%,295494088,46517,Finance,Property-Casualty Insurers
TTSH,Tile Shop Holdings Inc. Common Stock,$6.61 ,0.11,1.69%,295137591,46077,Consumer Discretionary,Home Furnishings
HMST,HomeStreet Inc. Common Stock,$15.61 ,0.54,3.58%,294366590,63067,Finance,Major Banks
OCGN,Ocugen Inc. Common Stock,$1.02 ,0.0346,3.51%,293614924,2617895,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MTA,Metalla Royalty & Streaming Ltd. Common Shares,$3.19 ,-0.16,-4.78%,292678640,294488,Basic Materials,Precious Metals
CMPOW,CompoSecure Inc. Warrant,$3.57 ,0.34,10.53%,292416076,7997,Finance,Finance: Consumer Services
GILT,Gilat Satellite Networks Ltd. Ordinary Shares,$5.13 ,-0.095,-1.82%,292207441,205648,Technology,Radio And Television Broadcasting And Communications Equipment
OIS,Oil States International Inc. Common Stock,$4.58 ,0.12,2.69%,292148935,710309,Industrials,Metal Fabrications
FNLC,First Bancorp Inc  (ME) Common Stock,$26.12 ,0.13,0.50%,291083370,15239,Finance,Major Banks
DOGZ,Dogness (International) Corporation Class A Common Stock,$27.40 ,1.01,3.83%,291036306,110426,Consumer Discretionary,Miscellaneous manufacturing industries
EAF,GrafTech International Ltd. Common Stock,$1.13 ,0.1,9.71%,290598854,4262199,Energy,Industrial Machinery/Components
AVIR,Atea Pharmaceuticals Inc. Common Stock,$3.44 ,0,0.00%,290411680,140453,Health Care,Biotechnology: Pharmaceutical Preparations
GMGI,Golden Matrix Group Inc. Common Stock,$2.40 ,0.05,2.13%,290020745,24544,Technology,Computer Software: Prepackaged Software
RIGL,Rigel Pharmaceuticals Inc. Common Stock,$16.42 ,0.42,2.63%,288909522,240449,Health Care,Biotechnology: Pharmaceutical Preparations
CDXC,ChromaDex Corporation Common Stock,$3.80 ,0.02,0.53%,288545921,174207,Health Care, Medicinal Chemicals and Botanical Products 
CEP,Cantor Equity Partners Inc. Class A Ordinary Shares,$10.03 ,0,0.00%,288225831,19,Finance,Investment Managers
MMT,MFS Multimarket Income Trust Common Stock,$4.84 ,0.03,0.62%,288213796,93174,Finance,Trusts Except Educational Religious and Charitable
CMCL,Caledonia Mining Corporation Plc Common Shares,$15.02 ,-0.16,-1.05%,288204856,112458,Basic Materials,Precious Metals
IMMR,Immersion Corporation Common Stock,$8.95 ,0.27,3.11%,288032435,605874,Technology,Computer peripheral equipment
POET,POET Technologies Inc. Common Shares,$4.39 ,-0.12,-2.66%,287984000,2554342,Technology,Semiconductors
PBFS,Pioneer Bancorp Inc. Common Stock,$11.00 ,0,0.00%,287912944,44679,Finance,Banks
NEGG,Newegg Commerce Inc. Common Shares,$0.76 ,-0.0082,-1.07%,287896935,401487,Consumer Discretionary,Other Specialty Stores
WSBF,Waterstone Financial Inc. Common Stock (MD),$14.78 ,-0.16,-1.07%,287579840,31499,Finance,Savings Institutions
PEPG,PepGen Inc. Common Stock,$8.82 ,0.13,1.50%,287441172,55411,Health Care,Biotechnology: Pharmaceutical Preparations
EDIT,Editas Medicine Inc. Common Stock,$3.48 ,-0.01,-0.29%,287017997,2060729,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRO,Sutro Biopharma Inc. Common Stock,$3.50 ,0.02,0.58%,286872807,419888,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
MCR,MFS Charter Income Trust Common Stock,$6.51 ,0.05,0.77%,286494554,97429,Finance,Trusts Except Educational Religious and Charitable
INBK,First Internet Bancorp Common Stock,$33.04 ,-0.365,-1.09%,286387218,35237,Finance,Major Banks
JMSB,John Marshall Bancorp Inc. Common Stock,$20.08 ,0.08,0.40%,285760548,24472,Finance,Major Banks
EPIX,ESSA Pharma Inc. Common Stock,$6.44 ,0.23,3.70%,285736096,3051,Health Care,Biotechnology: Pharmaceutical Preparations
ARL,American Realty Investors Inc. Common Stock,$17.69 ,-0.15,-0.84%,285729641,2043,Real Estate,Other Consumer Services
FDBC,Fidelity D & D Bancorp Inc. Common Stock,$49.80 ,1.7,3.53%,285647173,3525,Finance,Major Banks
PFMT,Performant Financial Corporation Common Stock,$3.70 ,-0.03,-0.80%,285601712,92422,Consumer Discretionary,Other Consumer Services
OCCIO,OFS Credit Company Inc. 6.125% Series C Term Preferred Stock,$24.56 ,0.1099,0.45%,285300324,1648,Finance,Trusts Except Educational Religious and Charitable
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,$7.13 ,0.23,3.33%,284862680,304037,Consumer Discretionary,Other Consumer Services
ICG,Intchains Group Limited American Depositary Shares,$4.75 ,-3.73,-43.99%,284705576,2856918,Technology,Semiconductors
TBN,Tamboran Resources Corporation Common stock,$20.00 ,0.5,2.56%,284485480,22873,Energy,Oil & Gas Production
JSPR,Jasper Therapeutics Inc. Common Stock,$18.83 ,-0.01,-0.05%,284432799,116651,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
FLIC,First of Long Island Corporation (The) Common Stock,$12.61 ,0.08,0.64%,284119340,111852,Finance,Major Banks
GNFT,GENFIT S.A. American Depositary Shares,$5.70 ,0.09,1.60%,284059403,14404,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AVNW,Aviat Networks Inc. Common Stock,$22.57 ,1.04,4.83%,283598460,108962,Technology,Radio And Television Broadcasting And Communications Equipment
JAKK,JAKKS Pacific Inc. Common Stock,$25.79 ,0.76,3.04%,283278907,65908,Consumer Discretionary,Recreational Games/Products/Toys
VMD,Viemed Healthcare Inc. Common Shares,$7.29 ,0.05,0.69%,283040075,78756,Health Care,Misc Health and Biotechnology Services
BARK,BARK Inc. Class A Common Stock,$1.63 ,0.01,0.62%,282885212,226715,Consumer Discretionary,Other Specialty Stores
PSTX,Poseida Therapeutics Inc. Common Stock,$2.90 ,-0.07,-2.36%,281648508,803616,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
AEYE,AudioEye Inc. Common Stock,$23.66 ,0.3,1.28%,281059885,84907,Technology,Computer Software: Prepackaged Software
DOMO,Domo Inc. Class B Common Stock,$7.27 ,0.3,4.30%,280846396,332695,Technology,Computer Software: Prepackaged Software
GENK,GEN Restaurant Group Inc. Class A Common Stock,$8.57 ,0.34,4.13%,280660147,39116,Consumer Discretionary,Restaurants
AKBA,Akebia Therapeutics Inc. Common Stock,$1.33 ,0,0.00%,279683319,947527,Health Care,Biotechnology: Pharmaceutical Preparations
CIVB,Civista Bancshares Inc. Common Stock,$17.75 ,0.07,0.40%,279335691,60988,Finance,Major Banks
RCEL,Avita Medical Inc. Common Stock,$10.74 ,0.16,1.51%,279129367,71036,Health Care,Medical/Dental Instruments
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,$17.82 ,-0.07,-0.39%,278436092,54977,Finance,Investment Bankers/Brokers/Service
NYXH,Nyxoah SA Ordinary Shares,$9.70 ,0.5108,5.56%,278002000,36693,Health Care,Medical/Dental Instruments
CRMT,America's Car-Mart Inc Common Stock,$43.41 ,-0.34,-0.78%,277683221,86977,Consumer Discretionary,Retail-Auto Dealers and Gas Stations
XYF,X Financial American Depositary Shares each representing six Class A Ordinary Shares,$5.67 ,0.218,4.00%,277310306,63047,Finance,Finance: Consumer Services
MAMA,Mama's Creations Inc. Common Stock,$7.38 ,0.045,0.61%,277134011,171259,Consumer Staples,Specialty Foods
BETR,Better Home & Finance Holding Company Class A Common Stock,$18.30 ,0.08,0.44%,276854021,15512,Finance,Finance: Consumer Services
RZLT,Rezolute Inc. Common Stock (NV),$4.98 ,0.1,2.05%,275741425,161118,Health Care,Biotechnology: Pharmaceutical Preparations
COFS,ChoiceOne Financial Services Inc. Common Stock,$30.66 ,-0.03,-0.10%,274636797,31979,Finance,Major Banks
PDLB,Ponce Financial Group Inc. Common Stock,$11.53 ,0.03,0.26%,274549270,42387,Finance,Savings Institutions
BLZE,Backblaze Inc. Class A Common Stock,$6.38 ,0.13,2.08%,273702000,297830,Technology,Computer Software: Prepackaged Software
OCCIN,OFS Credit Company Inc. 5.25% Series E Term Preferred Stock Due 2026,$23.56 ,0.0301,0.13%,273686137,1126,Finance,Trusts Except Educational Religious and Charitable
ZURA,Zura Bio Limited Class A Ordinary Shares,$4.07 ,0.1,2.52%,273532848,393346,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
NAUT,Nautilus Biotechnolgy Inc. Common Stock,$2.91 ,0.06,2.11%,273212512,37642,Industrials,Biotechnology: Laboratory Analytical Instruments
SLDB,Solid Biosciences Inc. Common Stock,$7.06 ,-0.21,-2.89%,272482373,185078,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
PGEN,Precigen Inc. Common Stock,$0.95 ,0.0343,3.76%,272317515,625007,Health Care,Biotechnology: Pharmaceutical Preparations
SFST,Southern First Bancshares Inc. Common Stock,$33.39 ,0.4,1.21%,272298689,19752,Finance,Major Banks
VNDA,Vanda Pharmaceuticals Inc. Common Stock,$4.67 ,-0.07,-1.48%,272213403,442515,Health Care,Biotechnology: Pharmaceutical Preparations
ASLE,AerSale Corporation Common Stock,$5.09 ,-0.02,-0.39%,270825401,242773,Consumer Discretionary,Industrial Specialties
FGBIP,First Guaranty Bancshares Inc. 6.75% Series A Fixed-Rate Non-Cumulative Perpetual Preferred Stock,$21.64 ,-0.01,-0.05%,270602076,188,Finance,Savings Institutions
EB,Eventbrite Inc. Class A Common Stock,$2.81 ,0.03,1.08%,270044203,1314042,Technology,Computer Software: Programming Data Processing
FTF,Franklin Limited Duration Income Trust Common Shares of Beneficial Interest,$6.68 ,-0.01,-0.15%,269907898,160339,Finance,Finance/Investors Services
CAN,Canaan Inc. American Depositary Shares,$1.06 ,0.02,1.92%,269528226,4849178,Technology,Semiconductors
VPV,Invesco Pennsylvania Value Municipal Income Trust Common Stock (DE),$11.29 ,0.05,0.45%,269035552,17497,Finance,Trusts Except Educational Religious and Charitable
SNCRL,Synchronoss Technologies Inc. 8.375% Senior Notes due 2026,$24.85 ,0.15,0.61%,268831500,8860,Health Care,Biotechnology: Pharmaceutical Preparations
CZFS,Citizens Financial Services Inc. Common Stock,$56.40 ,1.18,2.14%,268460108,17031,Finance,Major Banks
IMTXW,Immatics N.V. Warrants,$2.60 ,0.1,4.00%,268086000,100,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SMHI,SEACOR Marine Holdings Inc. Common Stock ,$9.70 ,0.21,2.21%,268070985,155229,Consumer Discretionary,Marine Transportation
CBAN,Colony Bankcorp Inc. Common Stock,$15.24 ,0.075,0.50%,267981883,19229,Finance,Major Banks
ENGN,enGene Holdings Inc. Common Stock,$6.05 ,0.55,10.00%,267504241,432644,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SAVE,Spirit Airlines Inc. Common Stock,$2.44 ,-0.02,-0.81%,267224642,2922536,Consumer Discretionary,Air Freight/Delivery Services
NREF,NexPoint Real Estate Finance Inc. Common Stock,$15.30 ,0.15,0.99%,267155274,69452,Real Estate,Real Estate Investment Trusts
SSBK,Southern States Bancshares Inc. Common Stock,$29.96 ,0.32,1.08%,267137501,18980,Finance,Savings Institutions
WHF,WhiteHorse Finance Inc. Common Stock,$11.49 ,0.04,0.35%,267063081,47555,Finance,Finance Companies
TCRX,TScan Therapeutics Inc. Common Stock,$5.04 ,0.07,1.41%,266988305,170490,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
ZNTL,Zentalis Pharmaceuticals Inc. Common Stock,$3.75 ,0.06,1.63%,266654876,911301,Health Care,Biotechnology: Pharmaceutical Preparations
ONIT,Onity Group Inc. Common Stock,$33.97 ,5.58,19.66%,266496518,178610,Finance,Finance: Consumer Services
CTV,Innovid Corp. Common Stock,$1.82 ,0.01,0.55%,266461552,149184,Technology,Computer Software: Prepackaged Software
PCB,PCB Bancorp Common Stock,$18.59 ,-0.06,-0.32%,264982306,18087,Finance,Major Banks
BCML,BayCom Corp Common Stock,$23.73 ,0.02,0.08%,264738216,6212,Finance,Major Banks
PXSAP,Pyxis Tankers Inc. 7.75% Series A Cumulative Convertible Preferred Shares,$25.08 ,0,0.00%,264407079,207,Consumer Discretionary,Marine Transportation
SMTI,Sanara MedTech Inc. Common Stock,$30.15 ,1.15,3.97%,263721326,20080,Health Care,Industrial Specialties
PKE,Park Aerospace Corp. Common Stock,$13.01 ,-0.09,-0.69%,263496227,135350,Industrials,Military/Government/Technical
AHG,Akso Health Group ADS,$1.09 ,-0.0598,-5.20%,262542930,10196,Consumer Discretionary,Business Services
OZ,Belpointe PREP LLC Class A Units,$70.22 ,0.2209,0.32%,262043543,404,Real Estate,Real Estate Investment Trusts
SRG,Seritage Growth Properties Class A Common Stock,$4.64 ,0.07,1.53%,261084991,207716,Finance,Real Estate
BOOM,DMC Global Inc. Common Stock,$13.00 ,0.24,1.88%,260504062,222100,Industrials,Industrial Specialties
APEI,American Public Education Inc. Common Stock,$14.71 ,0.13,0.89%,260391580,146370,Real Estate,Other Consumer Services
RNGR,Ranger Energy Services Inc. Class A Common Stock,$11.71 ,0.28,2.45%,260226599,49586,Energy,Oilfield Services/Equipment
SGC,Superior Group of Companies Inc. Common Stock,$15.51 ,0.43,2.85%,260165422,87689,Consumer Discretionary,Apparel
NATR,Nature's Sunshine Products Inc. Common Stock,$14.04 ,0.52,3.85%,259848993,25598,Health Care,Biotechnology: Pharmaceutical Preparations
IRBT,iRobot Corporation Common Stock,$8.56 ,0.46,5.68%,258779106,1180454,Consumer Discretionary,Consumer Electronics/Appliances
CMPX,Compass Therapeutics Inc. Common Stock,$1.88 ,0.07,3.87%,258667641,300763,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
RILYP,B. Riley Financial Inc. Depositary Shares each representing a 1/1000th fractional interest in a share of Series A Cumulative Perpetual Preferred Stock,$8.53 ,0.545,6.83%,258267458,24722,Finance,Investment Managers
ONTF,ON24 Inc. Common Stock,$6.20 ,-0.02,-0.32%,257481480,66983,Technology,Computer Software: Prepackaged Software
BPRN,Princeton Bancorp Inc. Common Stock (PA),$37.39 ,0.94,2.58%,257243200,2668,Finance,Major Banks
ZYXI,Zynex Inc. Common Stock,$8.10 ,-0.16,-1.94%,257114428,105359,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
EGHT,8x8 Inc Common Stock,$2.00 ,-0.02,-0.99%,256660468,905900,Technology,EDP Services
SERA,Sera Prognostics Inc. Class A Common Stock,$7.68 ,0.27,3.64%,256270779,158064,Health Care,Medical Specialities
RILYZ,B. Riley Financial Inc. 5.25% Senior Notes due 2028,$8.45 ,-0.11,-1.29%,255995310,187015,Finance,Investment Managers
DCTH,Delcath Systems Inc. Common Stock,$9.14 ,0.265,2.99%,255775633,202953,Health Care,Medical/Dental Instruments
NEWP,New Pacific Metals Corp. Common Shares,$1.49 ,-0.07,-4.49%,255184281,422556,Basic Materials,Precious Metals
ABEO,Abeona Therapeutics Inc. Common Stock,$5.89 ,-0.04,-0.68%,255121798,330777,Health Care,Biotechnology: Pharmaceutical Preparations
AMPY,Amplify Energy Corp. Common Stock,$6.41 ,0.16,2.56%,254750066,252959,Energy,Oil & Gas Production
RILYL,B. Riley Financial Inc. Depositary Shares each representing 1/1000th in a share of 7.375% Series B Cumulative Perpetual Preferred Stock par value $0.0001,$8.40 ,0,0.00%,254480545,6285,Finance,Investment Managers
AKA,a.k.a. Brands Holding Corp. Common Stock,$24.10 ,0.17,0.71%,254130210,2318,Consumer Discretionary,Catalog/Specialty Distribution
TSVT,2seventy bio Inc. Common Stock ,$4.93 ,0.17,3.57%,253884785,632807,Health Care,Biotechnology: Pharmaceutical Preparations
NXDT,NexPoint Diversified Real Estate Trust Common Stock,$6.23 ,0,0.00%,253250235,105463,Real Estate,Real Estate Investment Trusts
SPIR,Spire Global Inc. Class A Common Stock,$9.80 ,0.04,0.41%,253083873,198222,Consumer Discretionary,Telecommunications Equipment
CRBP,Corbus Pharmaceuticals Holdings Inc. Common Stock,$20.92 ,-0.57,-2.65%,251959225,997366,Health Care,Biotechnology: Pharmaceutical Preparations
WBX,Wallbox N.V. Class A Ordinary Shares,$1.20 ,0,0.00%,251768407,231695,Consumer Discretionary,Industrial Specialties
WRN,Western Copper and Gold Corporation Common Stock,$1.27 ,0.01,0.79%,251738365,153753,Basic Materials,Metal Mining
PROC,Procaps Group S.A. Ordinary Shares,$2.23 ,0.07,3.24%,251597928,6236,Health Care,Biotechnology: Pharmaceutical Preparations
PBPB,Potbelly Corporation Common Stock,$8.40 ,0.13,1.57%,251541251,409169,Consumer Discretionary,Restaurants
TLS,Telos Corporation Common Stock,$3.48 ,0.04,1.16%,251453521,253562,Technology,EDP Services
NBTX,Nanobiotix S.A. American Depositary Shares,$5.33 ,0.38,7.68%,251220638,940,Health Care,Biotechnology: Pharmaceutical Preparations
TKNO,Alpha Teknova Inc. Common Stock,$4.71 ,0.2,4.44%,251057097,96939,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
IHRT,iHeartMedia Inc. Class A Common Stock,$1.71 ,0.21,14.00%,251039861,846434,Consumer Discretionary,Broadcasting
FEDU,Four Seasons Education (Cayman) Inc. American Depositary Shares each ADS representing 10 ordinary shares,$11.85 ,0.36,3.13%,250786480,1580,Real Estate,Other Consumer Services
